Gene_symbol_ENTREZ_ID	Effect_size	p_value	q_value
MED8 (112950)	0.108077179	0.021262341	0.041731214
TMEM241 (85019)	0.108108683	0.073369939	0.12176802
SV2B (9899)	0.10811857	0.101181191	0.160083696
GRP (2922)	0.108157695	0.292633091	0.391294817
POLR3F (10621)	0.108180859	0.026147931	0.049876297
SLC9A7 (84679)	0.108204959	0.307452698	0.407214228
COL5A2 (1290)	0.108229086	0.655076152	0.736220374
C5orf15 (56951)	0.10825812	0.110260429	0.172256052
NUP85 (79902)	0.108299716	0.033696178	0.062128445
B3GNT4 (79369)	0.108387805	0.053814994	0.09326763
KIAA0040 (9674)	0.108486058	0.472984189	0.572292334
GNG11 (2791)	0.108566622	0.572216986	0.663468111
KLF14 (136259)	0.108615321	0.000231248	0.000742632
DNAI1 (27019)	0.108632998	0.012550442	0.026316064
RAB7B (338382)	0.108698987	0.338469502	0.439269212
ATP13A2 (23400)	0.10881335	0.115498267	0.179239528
KCNAB1 (7881)	0.108838649	0.084350126	0.137044795
KRT79 (338785)	0.108891738	0.029789283	0.055850164
TMEM163 (81615)	0.108992739	0.278838547	0.375936306
ADRA2B (151)	0.109100243	0.00011781	0.000405056
NUP35 (129401)	0.109149384	0.035813879	0.065572006
ASB5 (140458)	0.109188226	0.046326433	0.081882859
CNTN5 (53942)	0.109225546	0.089621902	0.144348115
TALDO1 (6888)	0.109232474	0.036282965	0.066323028
ITIH6 (347365)	0.109322188	0.087339723	0.141135449
CCDC187 (399693)	0.109383297	0.045431083	0.08051398
MTBP (27085)	0.109412633	0.092971837	0.148954125
COA4 (51287)	0.109429833	0.021569059	0.042258271
ATP5F1E (514)	0.10945401	0.048715067	0.08554405
ARF4 (378)	0.109461793	0.162439256	0.239930339
LCE3D (84648)	0.109483022	0.034723481	0.063795232
SURF1 (6834)	0.109575087	0.030541016	0.05708066
APOC3 (345)	0.109674181	0.013230598	0.027549116
INTS1 (26173)	0.109684907	0.046756749	0.082506333
RIOX1 (79697)	0.109769757	0.15711961	0.233115037
GJA3 (2700)	0.1097792	0.122571602	0.188368849
TTC14 (151613)	0.109832794	0.13201378	0.200864076
CYYR1 (116159)	0.109867407	0.080485638	0.131828975
AP1G2 (8906)	0.109934089	0.307045468	0.406759285
HMMR (3161)	0.10997227	0.136750432	0.207099934
ZSWIM6 (57688)	0.109998501	0.148596014	0.222139785
ZNF391 (346157)	0.11001045	0.156677745	0.232550686
C8orf59 (401466)	0.110031375	0.02955651	0.055451766
KRT75 (9119)	0.110166054	0.061918562	0.105338039
SMIM15 (643155)	0.110176848	0.072636459	0.120760085
MMAB (326625)	0.110240751	0.08632065	0.139779252
POLR2K (5440)	0.110245011	0.021062056	0.04137205
SLC26A2 (1836)	0.110418504	0.29914653	0.398362631
COX6A1 (1337)	0.110424794	0.019373894	0.038474464
CCDC186 (55088)	0.110452544	0.085537588	0.138703336
HIST1H4I (8294)	0.110472413	0.011739406	0.024813867
LRPAP1 (4043)	0.110548818	0.12759082	0.195002288
MRPS10 (55173)	0.110554869	0.016498781	0.033405886
MPPED1 (758)	0.110614007	0.010744259	0.022943458
SMIM2 (79024)	0.110644603	0.002144657	0.005499975
POU3F2 (5454)	0.110683765	0.289767837	0.388033559
PELO (53918)	0.110709453	0.076552931	0.126240788
TRPM3 (80036)	0.110715734	0.075505182	0.124770928
GNA14 (9630)	0.110735135	0.051184683	0.089307289
RNF215 (200312)	0.110804493	0.141515942	0.212985943
APOBEC1 (339)	0.11087425	0.012780253	0.026721839
PAF1 (54623)	0.110977411	0.035466631	0.065023289
COQ4 (51117)	0.110979784	0.015945968	0.032399661
SLC7A10 (56301)	0.110998375	0.018686398	0.037283211
FOXP2 (93986)	0.11102786	0.141478687	0.212956076
LVRN (206338)	0.111133248	0.011308931	0.024036658
RBM20 (282996)	0.111142673	0.192094637	0.276376051
ZSCAN16 (80345)	0.111185751	0.173624361	0.253768878
TM9SF3 (56889)	0.111256694	0.058131661	0.099746574
ENO4 (387712)	0.111327581	0.000186239	0.000610298
SEC62 (7095)	0.111332422	0.033930276	0.062517922
HS3ST6 (64711)	0.111375596	0.000324182	0.001007001
CFAP57 (149465)	0.111378036	0.026537075	0.05053977
KPNA1 (3836)	0.111476288	0.037902777	0.068823936
NAA11 (84779)	0.111483705	0.160342465	0.237272641
NDUFB4 (4710)	0.111503054	0.011033558	0.023506168
NAA50 (80218)	0.111519258	0.028340541	0.053479676
PDLIM7 (9260)	0.111594124	0.348450069	0.449298048
DNTTIP2 (30836)	0.111718214	0.029074935	0.054655395
RPS6KA3 (6197)	0.111721965	0.12265052	0.188444748
CFAP221 (200373)	0.111738228	0.028184585	0.053248366
MGAT4C (25834)	0.111841218	0.034498327	0.063448551
SPRED2 (200734)	0.111895407	0.11948693	0.184457527
PRXL2B (127281)	0.111963958	0.251042564	0.345404545
RXFP4 (339403)	0.111978807	0.013216193	0.027522345
LRP1B (53353)	0.112010057	0.015814578	0.032166838
CFAP61 (26074)	0.112013715	0.018409121	0.036806706
C1QL4 (338761)	0.112059904	0.212936598	0.301150552
GAGE1 (2543)	0.112201955	0.344271222	0.444778531
SPATA46 (284680)	0.112208009	0.019156539	0.038121912
MYH7B (57644)	0.112256098	0.026888747	0.051129041
SIRT7 (51547)	0.112263142	0.029990941	0.05619522
RER1 (11079)	0.112288361	0.04093585	0.073584593
C11orf49 (79096)	0.112322072	0.06049225	0.103274717
ERCC6L (54821)	0.112344559	0.094229049	0.150640577
MGAM (8972)	0.112357255	0.126044205	0.192962036
TMUB2 (79089)	0.112385899	0.009192614	0.01993017
CYP19A1 (1588)	0.112386611	0.024306174	0.046750291
MRPS28 (28957)	0.112402583	0.038966898	0.07045545
TAS2R38 (5726)	0.112476433	8.37E-05	0.000297924
LIPT2 (387787)	0.112496257	0.06416264	0.108663269
KIF7 (374654)	0.112534111	0.326302538	0.426823701
TOMM7 (54543)	0.112810661	0.057431535	0.09868677
FUT6 (2528)	0.112833945	0.157031442	0.233003405
REP15 (387849)	0.112836771	0.035940282	0.065784565
BET1 (10282)	0.112938788	0.053544271	0.092882524
TGFBR1 (7046)	0.113039472	0.198012147	0.283343898
MAP1LC3A (84557)	0.113144921	0.521538221	0.618371327
PDIA6 (10130)	0.113163186	0.05495348	0.094939935
CCDC160 (347475)	0.113174694	0.025739512	0.049192095
ZNF268 (10795)	0.113208643	0.126102712	0.193020734
C4A (720)	0.113222773	0.321243348	0.421600237
SNX18 (112574)	0.113226356	0.225823772	0.316460887
PGAP1 (80055)	0.11328207	0.178743075	0.259903093
CBX1 (10951)	0.11328904	0.149058253	0.22269168
FAM181A (90050)	0.113303325	0.000302961	0.000948002
TMEM43 (79188)	0.113331839	0.105552515	0.165902901
SCGB1D2 (10647)	0.113359332	0.141945507	0.213514952
CDK16 (5127)	0.113389723	0.052882661	0.091901386
MRPS33 (51650)	0.113423191	0.045548036	0.080685814
BEND6 (221336)	0.113437425	0.253780585	0.348345559
KRTAP5-2 (440021)	0.113533409	0.006302868	0.01427785
CHP2 (63928)	0.113579972	0.017060246	0.034386328
PSMA6 (5687)	0.113648696	0.036539741	0.066690514
DVL3 (1857)	0.113684408	0.033968319	0.062575972
C2CD4B (388125)	0.113689104	0.03182409	0.059115115
YIPF3 (25844)	0.113703921	0.036261714	0.066290514
KLB (152831)	0.113809948	0.013489114	0.028017345
CAPNS1 (826)	0.113841799	0.065897462	0.111119616
ARL1 (400)	0.113853529	0.052310116	0.091013802
AAGAB (79719)	0.1139771	0.016252227	0.032969442
SAYSD1 (55776)	0.11404137	0.046408112	0.081951563
FLAD1 (80308)	0.114065927	0.058664085	0.100542994
NR6A1 (2649)	0.114132078	0.081807371	0.133628013
C2CD6 (151254)	0.11417873	0.008237293	0.018125832
ZFHX4 (79776)	0.11418034	0.25418581	0.348776745
VCP (7415)	0.114252017	0.038638918	0.069954931
TEDC1 (283643)	0.114283505	0.07688962	0.126741422
NIT2 (56954)	0.11433922	0.019367529	0.038469804
SPACA4 (171169)	0.114404756	0.001243646	0.003372288
NOC2L (26155)	0.114424896	0.040560837	0.073020187
KPTN (11133)	0.114540476	0.074521251	0.123315311
PRICKLE1 (144165)	0.11458485	0.329827307	0.430534732
SIRPB1 (10326)	0.114659711	0.330210046	0.430857492
MRPL2 (51069)	0.114765883	0.011662478	0.024667604
RGS3 (5998)	0.114786443	0.386165297	0.48718515
CA13 (377677)	0.114793654	0.131002603	0.199499947
LAMTOR1 (55004)	0.11487154	0.013935413	0.02881611
PPARD (5467)	0.114976055	0.180324788	0.261842972
COMMD5 (28991)	0.115040746	0.026194416	0.049951778
SBK2 (646643)	0.115161951	0.019973848	0.039515418
FYB2 (199920)	0.115234742	0.002121708	0.005449152
IGSF22 (283284)	0.115306358	0.000154493	0.0005177
YPEL5 (51646)	0.115319692	0.175139547	0.255554229
RIPOR3 (140876)	0.11535482	0.302810402	0.402094912
GPR3 (2827)	0.115409977	0.148774753	0.222337538
KLC4 (89953)	0.115412312	0.057583796	0.098904019
GRIN1 (2902)	0.115456803	0.193499278	0.277979152
MUC12 (10071)	0.115467376	0.166424439	0.244966128
SRI (6717)	0.115477452	0.086075639	0.139481808
RPS6KB2 (6199)	0.115482653	0.014713762	0.030197284
RHBDL3 (162494)	0.115485559	0.139379718	0.210449193
SPDYA (245711)	0.11567579	3.82E-05	0.000145702
MPLKIP (136647)	0.115690226	0.013705575	0.028399127
LACTB (114294)	0.115801368	0.233126782	0.325005762
RPP40 (10799)	0.115802651	0.067900858	0.114042429
TMEM52 (339456)	0.115837014	0.280549442	0.37782895
MYO15A (51168)	0.115845388	0.007492434	0.016666879
SAMD9 (54809)	0.115917512	0.356978872	0.457766999
HSPE1 (3336)	0.116009538	0.071804212	0.11956335
NFIC (4782)	0.116074406	0.298088023	0.397229369
PTRH1 (138428)	0.116240179	0.086794705	0.140432541
FOXI1 (2299)	0.116261565	0.019785935	0.039182988
EVI5 (7813)	0.116261666	0.148945212	0.222540165
CTTNBP2 (83992)	0.116270768	0.184179361	0.266610941
PPP1R1B (84152)	0.116325345	0.505692474	0.603288884
MICALL1 (85377)	0.116327065	0.129028705	0.196869812
COL26A1 (136227)	0.116332816	0.339767547	0.440714813
KCNH5 (27133)	0.116368523	0.003138992	0.00773197
NBPF10 (100132406)	0.116410057	0.003407963	0.008317447
FAM200A (221786)	0.116416655	0.031746482	0.058993851
MPP6 (51678)	0.116446717	0.198001358	0.283343898
ZFHX3 (463)	0.116558014	0.119408366	0.18435111
TMPRSS5 (80975)	0.116709027	0.024427653	0.046952107
PLEKHA8 (84725)	0.116716083	0.059941064	0.102474704
USP28 (57646)	0.116780543	0.083451261	0.135861122
RDH16 (8608)	0.116796443	0.004614108	0.010858864
TNNC2 (7125)	0.116842441	0.004862196	0.011362534
CLSTN1 (22883)	0.116868863	0.0608117	0.103750039
WDR31 (114987)	0.116880244	0.022850513	0.04436165
CCL24 (6369)	0.116885669	0.039038596	0.07057842
SERPINA4 (5267)	0.11689097	0.002019958	0.005212302
RCAN1 (1827)	0.116915028	0.370303747	0.471274563
DEFB4A (1673)	0.116934948	0.061659175	0.104962052
DISP1 (84976)	0.117156822	0.061233617	0.104339685
VEGFA (7422)	0.117174713	0.341719481	0.442658947
C2CD4D (100191040)	0.117191035	0.001032706	0.002856953
FAM210A (125228)	0.117222475	0.048309525	0.084918005
PGLYRP4 (57115)	0.11729794	0.016925228	0.034147856
IDH3G (3421)	0.117308422	0.026060667	0.049731401
SLAMF9 (89886)	0.117328204	0.066132557	0.111447331
GLTPD2 (388323)	0.117344182	0.022853049	0.044362074
SLC6A9 (6536)	0.117364017	0.355919891	0.456959989
NMRK1 (54981)	0.117384158	0.210146803	0.297893403
ANO5 (203859)	0.11739117	0.123369465	0.189366984
CSTL1 (128817)	0.117402447	2.15E-06	1.07E-05
PRKAR2A (5576)	0.117435782	0.105815666	0.166234623
AK7 (122481)	0.117556386	0.175716841	0.256220824
SERPINA10 (51156)	0.117595032	0.000556097	0.001633311
FRMPD3 (84443)	0.117672022	0.021707033	0.04247337
VPS50 (55610)	0.117861653	0.029624984	0.055569341
MLF2 (8079)	0.117986469	0.027561937	0.052221468
TRPM1 (4308)	0.118084146	0.09453627	0.151056035
HLA-G (3135)	0.118113151	0.061738706	0.105078752
ZFYVE19 (84936)	0.118281939	0.020685527	0.040787283
ETV7 (51513)	0.118289305	0.162293612	0.239733713
NGB (58157)	0.11837789	0.000202763	0.000659816
OLIG1 (116448)	0.118590679	0.098102308	0.15593939
PRC1 (9055)	0.118613234	0.069689051	0.116578748
CXorf40B (541578)	0.118709863	0.009908197	0.021322227
KREMEN2 (79412)	0.11875606	0.273935373	0.370380591
KCNK13 (56659)	0.118784057	0.007199892	0.016089031
KAZN (23254)	0.118885017	0.36494883	0.466051658
TMEM74 (157753)	0.11890584	0.063287441	0.107342498
SFTPD (6441)	0.118974911	0.003901868	0.009373493
RNF103 (7844)	0.11898232	0.041984055	0.075214557
SEMA6D (80031)	0.118984023	0.256692054	0.351485064
CCDC126 (90693)	0.119004729	0.087132749	0.140884236
GJC1 (10052)	0.119021878	0.449923918	0.549635855
NBPF26 (101060684)	0.119022406	0.08997014	0.144835886
NT5C3B (115024)	0.119068862	0.204407212	0.291115286
HGS (9146)	0.119280913	0.011093092	0.023619859
RNF32 (140545)	0.119337405	0.079410627	0.130302309
VGLL3 (389136)	0.119400315	0.433066282	0.533749775
RGS7 (6000)	0.119407803	0.168616853	0.247584065
RAI1 (10743)	0.11941884	0.063126854	0.107117576
SLC51B (123264)	0.11942925	0.049871921	0.087311208
RIMKLB (57494)	0.119442089	0.446823474	0.546930217
ITGB3 (3690)	0.119491873	0.511981904	0.609715813
IPPK (64768)	0.119495815	0.00730915	0.016302295
TGFBR3L (100507588)	0.119585252	0.114344199	0.177713129
TMEM178A (130733)	0.119667915	0.120313173	0.185618716
GCKR (2646)	0.119721378	0.104531618	0.164554995
ATG16L1 (55054)	0.119722528	0.021554413	0.042239501
RASAL1 (8437)	0.119750208	0.377240815	0.478461519
GSTA4 (2941)	0.119805872	0.414639475	0.515460333
CSNK1G3 (1456)	0.119837621	0.039188576	0.070809447
TPRA1 (131601)	0.119863901	0.012908908	0.026964335
TMED3 (23423)	0.119958954	0.114129274	0.177402632
ADK (132)	0.119981392	0.072044458	0.119879975
GDPD2 (54857)	0.120006173	0.002765926	0.006905158
KBTBD12 (166348)	0.120050334	0.007188175	0.016066598
SPRR2G (6706)	0.120198425	0.002469165	0.006229533
ZNF234 (10780)	0.1202013	0.079841211	0.130896647
UMPS (7372)	0.120264143	0.010333831	0.022158475
TMEM262 (100130348)	0.120264312	1.63E-10	1.76E-09
GAN (8139)	0.120307352	0.015514151	0.031622967
RASL10B (91608)	0.120308131	0.300697474	0.399843887
DENND2A (27147)	0.120372596	0.313481031	0.413624706
PLEKHF2 (79666)	0.120410623	0.165802486	0.244182075
THADA (63892)	0.120435558	0.018931006	0.037735858
ANKIB1 (54467)	0.120522671	0.03077018	0.057428679
LAMB4 (22798)	0.120825017	0.020359982	0.040211648
FN3KRP (79672)	0.120834437	0.016785424	0.03389664
ITPRID1 (223075)	0.12086017	0.007735705	0.017130403
ADCY2 (108)	0.120968901	0.027686568	0.052436847
OR56A3 (390083)	0.120975874	0.000381014	0.001163524
DAPP1 (27071)	0.120983046	0.437706088	0.538097729
PSMB6 (5694)	0.121169822	0.024206218	0.046582614
SYTL1 (84958)	0.121201412	0.496041061	0.594275604
NUDCD3 (23386)	0.12125457	0.030558152	0.057090393
PCDH20 (64881)	0.121264185	0.086673186	0.140268043
CTXN1 (404217)	0.121299281	0.342896862	0.443571696
C2orf68 (388969)	0.121372573	0.044873453	0.079682533
CCDC3 (83643)	0.121379854	0.299195035	0.398399509
PPT2 (9374)	0.121387967	0.185341516	0.268193407
LYPLAL1 (127018)	0.121393183	0.219195274	0.308663061
WDR70 (55100)	0.121410585	0.006552523	0.014782171
SKA2 (348235)	0.121459951	0.060473519	0.103265102
MRPL33 (9553)	0.121598199	0.055904956	0.096368795
FGF11 (2256)	0.121616471	0.242161909	0.335185278
TP53TG3F (102724127)	0.12168748	0.001638863	0.004315597
NOMO1 (23420)	0.121705968	0.101886467	0.161013251
ARFGEF1 (10565)	0.121727868	0.015705639	0.031972431
DNAH17 (8632)	0.121845674	0.010395827	0.022271454
RAD9A (5883)	0.122054561	0.058232232	0.099880944
CERS1 (10715)	0.122072623	0.320411479	0.42083309
MAB21L3 (126868)	0.122214604	0.008640274	0.018873735
GNB2 (2783)	0.122271048	0.023577452	0.045569584
ZNF74 (7625)	0.122439561	0.157131438	0.233115037
GFM1 (85476)	0.122444938	0.01830314	0.036625412
VAC14 (55697)	0.12246566	0.017055885	0.034381159
DGKH (160851)	0.122514058	0.071244256	0.118785929
ACPP (55)	0.122578737	0.253257229	0.347876616
SLC2A6 (11182)	0.122595297	0.260028014	0.355163834
TCF15 (6939)	0.122739944	0.01058369	0.02262834
TP53TG3C (653550)	0.122741961	0.009607505	0.020749782
BBS5 (129880)	0.122751519	0.14597091	0.218813491
SYP (6855)	0.122766133	0.354220934	0.455114468
TEX15 (56154)	0.12278383	0.104626815	0.164691313
KBTBD3 (143879)	0.122832683	0.015299733	0.031252069
TRMT112 (51504)	0.122838098	0.008399135	0.018420558
RRP15 (51018)	0.122848918	0.056805163	0.09774205
C10orf82 (143379)	0.122917965	0.059844028	0.102327087
HACD3 (51495)	0.122940055	0.03891816	0.07038727
ZNF829 (374899)	0.12296852	0.092850282	0.148784281
CT62 (196993)	0.122971109	0.000197223	0.000643538
KRT3 (3850)	0.123013439	2.28E-07	1.38E-06
TRPV1 (7442)	0.123067981	0.051017009	0.089068221
C4B (721)	0.123077117	0.29743132	0.396492249
SEC23B (10483)	0.123079361	0.020913102	0.04113433
TAP2 (6891)	0.12310304	0.223016428	0.31313146
RPL26L1 (51121)	0.123196663	0.067994771	0.114153459
IQCG (84223)	0.123300288	0.14868402	0.222253993
NANS (54187)	0.123339941	0.042523802	0.076039199
ACTR10 (55860)	0.123382706	0.02029116	0.040100543
PNCK (139728)	0.123396603	0.086678382	0.140268043
HMGCS2 (3158)	0.123437524	0.29798867	0.397152262
LGALS1 (3956)	0.123466522	0.648544693	0.73065908
SLC30A2 (7780)	0.123494422	0.002172781	0.005562412
NRBP1 (29959)	0.123514797	0.045205935	0.08020597
PSMC6 (5706)	0.123523825	0.004875834	0.011390233
CHN1 (1123)	0.123573798	0.43120738	0.532025677
CUZD1 (50624)	0.123630117	0.006173696	0.014026275
SMO (6608)	0.123648644	0.432062969	0.532839604
THEM5 (284486)	0.123665304	0.02183063	0.042667237
BNIPL (149428)	0.123691746	0.028982759	0.054508885
FBXO34 (55030)	0.123729396	0.016639947	0.033666787
OGFR (11054)	0.123735038	0.02562892	0.049000303
NPAS3 (64067)	0.123781776	0.021807942	0.042631598
CCNE1 (898)	0.12378361	0.166700607	0.245278335
TDRD10 (126668)	0.12388827	0.001161348	0.003172949
ZFP41 (286128)	0.123921101	0.047779821	0.084141007
TCHHL1 (126637)	0.123941238	0.000114281	0.000394128
NXF2B (728343)	0.124028164	0.023584168	0.045577964
DHX57 (90957)	0.124103089	0.017212674	0.034664364
CAPN6 (827)	0.124269033	0.032903329	0.060865913
DIRAS2 (54769)	0.124321094	0.07557716	0.124846765
TMPRSS6 (164656)	0.124455328	0.015817347	0.032169052
PSMD3 (5709)	0.124486199	0.030102314	0.056359775
COQ6 (51004)	0.12454373	0.011872506	0.025050949
MAP9 (79884)	0.124610511	0.298772882	0.398017957
MLIP (90523)	0.124628419	0.085108372	0.138112628
CLTC (1213)	0.124652214	0.028432839	0.053622132
ANKAR (150709)	0.124705686	0.013613264	0.028232296
TP53TG5 (27296)	0.124750438	4.39E-06	2.04E-05
RARB (5915)	0.124780908	0.285142854	0.382669106
PHYH (5264)	0.124904815	0.189626321	0.273297168
SYNGR4 (23546)	0.124916583	0.036669883	0.066896155
CRYM (1428)	0.12493656	0.254923704	0.349538704
RRNAD1 (51093)	0.124952334	0.058588848	0.10043203
COX8A (1351)	0.124983497	0.005115659	0.011865056
ETV3 (2117)	0.125062267	0.022956618	0.044545053
GATAD1 (57798)	0.125122942	0.035404126	0.064927347
SLCO2B1 (11309)	0.125177273	0.254825854	0.349479629
CDH7 (1005)	0.125195262	0.087876655	0.141847444
NELL1 (4745)	0.125211799	0.144228979	0.216490479
TMEM138 (51524)	0.125247105	0.014663813	0.030110912
DEK (7913)	0.125263661	0.086421078	0.139910792
KIFC2 (90990)	0.125286156	0.167075128	0.245734961
STRN3 (29966)	0.125628077	0.038045618	0.069030926
PPP1CA (5499)	0.12565393	0.007597889	0.016862275
ATG7 (10533)	0.125656132	0.03283271	0.060758763
HEATR4 (399671)	0.125728572	0.00032138	0.000998943
SYT15 (83849)	0.12574223	0.04780867	0.084184067
VPS41 (27072)	0.125759198	0.031916205	0.059257475
ATG2A (23130)	0.125761655	0.004969176	0.011577207
ATG101 (60673)	0.125840759	0.010983093	0.023411684
CD99L2 (83692)	0.125880588	0.230112754	0.321600129
EMC4 (51234)	0.125909545	0.007588836	0.016846089
KLHDC8B (200942)	0.125936385	0.356586125	0.457416562
STUM (375057)	0.125943435	0.013591279	0.028189756
AP5Z1 (9907)	0.125985444	0.032656976	0.06046278
RTN3 (10313)	0.125993106	0.021544673	0.042229058
ZNF845 (91664)	0.126220517	0.010835379	0.023117406
NKX2-4 (644524)	0.126360575	0.009202474	0.019947028
ZNF350 (59348)	0.126478715	0.140839376	0.212101086
DCUN1D1 (54165)	0.126522126	0.013256198	0.027595336
L3MBTL4 (91133)	0.126558191	0.133830375	0.203224295
MFSD2A (84879)	0.126829354	0.256990701	0.351793349
SMTNL2 (342527)	0.126855754	0.041702504	0.074780136
GLO1 (2739)	0.126869473	0.032008824	0.059417912
PRDX6 (9588)	0.126891644	0.021016691	0.04129989
ALG10B (144245)	0.126923701	0.055874154	0.096331222
TP53AIP1 (63970)	0.127105934	0.004913362	0.011468105
PYROXD2 (84795)	0.127136146	0.215033242	0.303830274
TRMT2B (79979)	0.127240744	0.019370524	0.038471761
EIF2S2 (8894)	0.127392227	0.004742722	0.011128161
TLE3 (7090)	0.127426271	0.218132422	0.307415128
PRDX1 (5052)	0.127434	0.079184412	0.129964539
ASCL2 (430)	0.127481052	0.225412054	0.31599944
C11orf53 (341032)	0.1275415	0.054475491	0.094224063
CRYBB3 (1417)	0.12763415	6.09E-12	8.81E-11
E2F1 (1869)	0.127667349	0.11797642	0.182611626
UFSP1 (402682)	0.1277557	0.02595446	0.049553424
TSPAN19 (144448)	0.127816565	0.000644562	0.001866228
NMUR2 (56923)	0.127874225	0.02509882	0.048097278
AGFG1 (3267)	0.12802567	0.009869771	0.021258652
